L_id,task,status,reason,duration_sec,candidate_trials,rejected_trials,rejected_rate,n_trials_code_11,condition_code_11,n_trials_code_22,condition_code_22
L4504,oddball,ok,,643.0,146,21,0.14383561643835616,106,standard,19,deviant_target
L4506,oddball,ok,,644.0,147,9,0.061224489795918366,113,standard,25,deviant_target
L4510,oddball,ok,,734.0,148,11,0.07432432432432433,112,standard,25,deviant_target
L4522,oddball,ok,,641.0,147,28,0.19047619047619047,97,standard,22,deviant_target
L4540,oddball,ok,,642.0,149,3,0.020134228187919462,123,standard,23,deviant_target
L4541,oddball,ok,,637.0,150,2,0.013333333333333334,123,standard,25,deviant_target
L4543,oddball,ok,,642.0,147,56,0.38095238095238093,72,standard,19,deviant_target
L455,oddball,ok,,644.0,149,15,0.10067114093959731,110,standard,24,deviant_target
L4550,oddball,ok,,638.0,148,22,0.14864864864864866,105,standard,21,deviant_target
L4551,oddball,ok,,638.0,149,3,0.020134228187919462,121,standard,25,deviant_target
L4555,oddball,ok,,640.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L4576,oddball,ok,,641.0,147,3,0.02040816326530612,120,standard,24,deviant_target
L46,oddball,ok,,639.0,150,4,0.02666666666666667,121,standard,25,deviant_target
L461,oddball,ok,,680.0,149,0,0.0,125,standard,24,deviant_target
L47,oddball,ok,,640.0,148,3,0.02027027027027027,120,standard,25,deviant_target
L487,oddball,ok,,647.0,150,40,0.26666666666666666,92,standard,18,deviant_target
L492,oddball,ok,,649.0,147,57,0.3877551020408163,77,standard,13,deviant_target
L494,oddball,ok,,638.0,149,8,0.053691275167785234,118,standard,23,deviant_target
L497,oddball,ok,,630.0,150,12,0.08,114,standard,24,deviant_target
L504,oddball,ok,,648.0,145,3,0.020689655172413793,118,standard,24,deviant_target
L505,oddball,ok,,636.0,150,5,0.03333333333333333,120,standard,25,deviant_target
L508,oddball,ok,,631.0,150,53,0.35333333333333333,82,standard,15,deviant_target
L52,oddball,ok,,639.0,148,0,0.0,123,standard,25,deviant_target
L523,oddball,ok,,646.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L532,oddball,ok,,636.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L542,oddball,ok,,657.0,147,16,0.10884353741496598,108,standard,23,deviant_target
L550,oddball,ok,,658.0,150,13,0.08666666666666667,114,standard,23,deviant_target
L555,oddball,ok,,637.0,149,19,0.12751677852348994,107,standard,23,deviant_target
L556,oddball,ok,,634.0,149,3,0.020134228187919462,121,standard,25,deviant_target
L566,oddball,ok,,644.0,146,3,0.02054794520547945,120,standard,23,deviant_target
L577,oddball,ok,,649.0,149,8,0.053691275167785234,117,standard,24,deviant_target
L596,oddball,ok,,658.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L605,oddball,ok,,645.0,149,8,0.053691275167785234,117,standard,24,deviant_target
L622,oddball,ok,,637.0,150,0,0.0,125,standard,25,deviant_target
L623,oddball,ok,,634.0,150,7,0.04666666666666667,120,standard,23,deviant_target
L630,oddball,ok,,635.0,150,6,0.04,120,standard,24,deviant_target
L633,oddball,ok,,667.0,146,3,0.02054794520547945,121,standard,22,deviant_target
L647,oddball,ok,,637.0,150,0,0.0,125,standard,25,deviant_target
L648,oddball,ok,,643.0,147,44,0.29931972789115646,84,standard,19,deviant_target
L650,oddball,ok,,644.0,148,2,0.013513513513513514,121,standard,25,deviant_target
L665,oddball,ok,,652.0,143,4,0.027972027972027972,116,standard,23,deviant_target
L672,oddball,ok,,640.0,148,21,0.14189189189189189,106,standard,21,deviant_target
L696,oddball,ok,,640.0,149,19,0.12751677852348994,109,standard,21,deviant_target
L717,oddball,ok,,641.0,146,25,0.17123287671232876,99,standard,22,deviant_target
L719,oddball,ok,,640.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L72,oddball,ok,,645.0,147,12,0.08163265306122448,112,standard,23,deviant_target
L726,oddball,ok,,638.0,149,21,0.14093959731543623,105,standard,23,deviant_target
L729,oddball,ok,,649.0,141,2,0.014184397163120567,114,standard,25,deviant_target
L73,oddball,ok,,637.0,149,11,0.0738255033557047,118,standard,20,deviant_target
L742,oddball,ok,,637.0,147,23,0.1564625850340136,100,standard,24,deviant_target
L746,oddball,ok,,638.0,150,0,0.0,125,standard,25,deviant_target
L762,oddball,ok,,659.0,149,3,0.020134228187919462,121,standard,25,deviant_target
L789,oddball,ok,,659.0,136,2,0.014705882352941176,111,standard,23,deviant_target
L790,oddball,ok,,643.0,145,6,0.041379310344827586,116,standard,23,deviant_target
L791,oddball,ok,,715.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L794,oddball,ok,,638.0,150,12,0.08,114,standard,24,deviant_target
L80,oddball,ok,,643.0,149,5,0.03355704697986577,120,standard,24,deviant_target
L801,oddball,ok,,638.0,150,9,0.06,117,standard,24,deviant_target
L807,oddball,ok,,648.0,148,3,0.02027027027027027,120,standard,25,deviant_target
L819,oddball,ok,,643.0,146,23,0.15753424657534246,104,standard,19,deviant_target
L824,oddball,ok,,640.0,146,24,0.1643835616438356,103,standard,19,deviant_target
L848,oddball,ok,,654.0,150,6,0.04,119,standard,25,deviant_target
L855,oddball,ok,,671.0,142,11,0.07746478873239436,106,standard,25,deviant_target
L863,oddball,ok,,644.0,148,20,0.13513513513513514,106,standard,22,deviant_target
L102,oddball,ok,,650.0,142,9,0.06338028169014084,110,standard,23,deviant_target
L106,oddball,ok,,645.0,145,2,0.013793103448275862,120,standard,23,deviant_target
L108,oddball,ok,,659.0,144,11,0.0763888888888889,111,standard,22,deviant_target
L112,oddball,ok,,637.0,149,0,0.0,124,standard,25,deviant_target
L114,oddball,ok,,641.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L117,oddball,ok,,636.0,150,2,0.013333333333333334,123,standard,25,deviant_target
L126,oddball,ok,,638.0,149,3,0.020134228187919462,121,standard,25,deviant_target
L129,oddball,ok,,647.0,143,5,0.03496503496503497,115,standard,23,deviant_target
L1353,oddball,ok,,636.0,146,3,0.02054794520547945,118,standard,25,deviant_target
L1363,oddball,ok,,641.0,149,8,0.053691275167785234,117,standard,24,deviant_target
L1381,oddball,ok,,695.0,148,43,0.2905405405405405,87,standard,18,deviant_target
L1385,oddball,ok,,641.0,148,26,0.17567567567567569,100,standard,22,deviant_target
L1391,oddball,ok,,639.0,149,3,0.020134228187919462,121,standard,25,deviant_target
L14,oddball,ok,,756.0,150,44,0.29333333333333333,89,standard,17,deviant_target
L140,oddball,ok,,640.0,150,29,0.19333333333333333,98,standard,23,deviant_target
L1418,oddball,ok,,639.0,149,11,0.0738255033557047,115,standard,23,deviant_target
L1438,oddball,ok,,656.0,148,3,0.02027027027027027,122,standard,23,deviant_target
L144,oddball,ok,,651.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L1451,oddball,ok,,622.0,150,26,0.17333333333333334,103,standard,21,deviant_target
L1452,oddball,ok,,627.0,150,24,0.16,105,standard,21,deviant_target
L1457,oddball,ok,,649.0,146,15,0.10273972602739725,111,standard,20,deviant_target
L146,oddball,ok,,642.0,149,3,0.020134228187919462,122,standard,24,deviant_target
L1461,oddball,ok,,651.0,146,43,0.2945205479452055,84,standard,19,deviant_target
L147,oddball,ok,,674.0,145,13,0.0896551724137931,108,standard,24,deviant_target
L1472,oddball,ok,,641.0,147,19,0.1292517006802721,105,standard,23,deviant_target
L148,oddball,ok,,636.0,139,8,0.05755395683453238,106,standard,25,deviant_target
L1483,oddball,ok,,639.0,147,4,0.027210884353741496,119,standard,24,deviant_target
L1485,oddball,ok,,641.0,144,12,0.08333333333333333,109,standard,23,deviant_target
L1487,oddball,ok,,643.0,147,9,0.061224489795918366,115,standard,23,deviant_target
L1493,oddball,ok,,645.0,143,7,0.04895104895104895,113,standard,23,deviant_target
L1502,oddball,ok,,639.0,150,29,0.19333333333333333,100,standard,21,deviant_target
L1506,oddball,ok,,636.0,150,5,0.03333333333333333,122,standard,23,deviant_target
L1507,oddball,ok,,632.0,150,1,0.006666666666666667,124,standard,25,deviant_target
L1524,oddball,ok,,630.0,150,7,0.04666666666666667,119,standard,24,deviant_target
L1539,oddball,ok,,634.0,149,62,0.4161073825503356,75,standard,12,deviant_target
L1542,oddball,ok,,634.0,150,1,0.006666666666666667,124,standard,25,deviant_target
L1547,oddball,ok,,631.0,150,34,0.22666666666666666,99,standard,17,deviant_target
L1548,oddball,ok,,672.0,150,5,0.03333333333333333,120,standard,25,deviant_target
L1549,oddball,ok,,602.0,128,40,0.3125,74,standard,14,deviant_target
L1553,oddball,ok,,641.0,150,11,0.07333333333333333,116,standard,23,deviant_target
L1555,oddball,ok,,712.0,150,10,0.06666666666666667,115,standard,25,deviant_target
L1558,oddball,ok,,640.0,150,19,0.12666666666666668,111,standard,20,deviant_target
L1566,oddball,ok,,634.0,149,9,0.06040268456375839,116,standard,24,deviant_target
L1567,oddball,ok,,635.0,150,9,0.06,117,standard,24,deviant_target
L1581,oddball,ok,,635.0,148,26,0.17567567567567569,102,standard,20,deviant_target
L1586,oddball,ok,,633.0,150,2,0.013333333333333334,124,standard,24,deviant_target
L1589,oddball,ok,,628.0,150,2,0.013333333333333334,123,standard,25,deviant_target
L1597,oddball,ok,,641.0,150,33,0.22,97,standard,20,deviant_target
L16,oddball,ok,,637.0,150,10,0.06666666666666667,116,standard,24,deviant_target
L1615,oddball,ok,,637.0,149,4,0.026845637583892617,122,standard,23,deviant_target
L1634,oddball,ok,,640.0,148,35,0.23648648648648649,95,standard,18,deviant_target
L1635,oddball,ok,,641.0,148,31,0.20945945945945946,100,standard,17,deviant_target
L1636,oddball,ok,,637.0,149,8,0.053691275167785234,118,standard,23,deviant_target
L1641,oddball,ok,,646.0,146,5,0.03424657534246575,118,standard,23,deviant_target
L1643,oddball,ok,,653.0,148,23,0.1554054054054054,105,standard,20,deviant_target
L1659,oddball,ok,,652.0,149,0,0.0,124,standard,25,deviant_target
L1660,oddball,ok,,639.0,147,52,0.35374149659863946,81,standard,14,deviant_target
L1668,oddball,ok,,640.0,148,2,0.013513513513513514,122,standard,24,deviant_target
L1675,oddball,ok,,644.0,146,1,0.00684931506849315,122,standard,23,deviant_target
L1676,oddball,ok,,639.0,148,22,0.14864864864864866,103,standard,23,deviant_target
L1689,oddball,ok,,641.0,149,3,0.020134228187919462,121,standard,25,deviant_target
L1697,oddball,ok,,640.0,147,4,0.027210884353741496,120,standard,23,deviant_target
L1699,oddball,ok,,650.0,142,59,0.4154929577464789,71,standard,12,deviant_target
L1702,oddball,ok,,646.0,145,9,0.06206896551724138,112,standard,24,deviant_target
L1707,oddball,ok,,640.0,148,16,0.10810810810810811,109,standard,23,deviant_target
L171,oddball,ok,,655.0,142,16,0.11267605633802817,107,standard,19,deviant_target
L1712,oddball,ok,,646.0,144,7,0.04861111111111111,115,standard,22,deviant_target
L1714,oddball,ok,,648.0,142,34,0.23943661971830985,86,standard,22,deviant_target
L1715,oddball,ok,,641.0,147,13,0.08843537414965986,112,standard,22,deviant_target
L1725,oddball,ok,,639.0,148,24,0.16216216216216217,102,standard,22,deviant_target
L1726,oddball,ok,,639.0,148,22,0.14864864864864866,103,standard,23,deviant_target
L1736,oddball,ok,,639.0,149,13,0.087248322147651,113,standard,23,deviant_target
L174,oddball,ok,,639.0,146,11,0.07534246575342465,112,standard,23,deviant_target
L1748,oddball,ok,,645.0,149,11,0.0738255033557047,117,standard,21,deviant_target
L1776,oddball,ok,,644.0,147,11,0.07482993197278912,114,standard,22,deviant_target
L178,oddball,ok,,643.0,146,6,0.0410958904109589,117,standard,23,deviant_target
L1802,oddball,ok,,642.0,145,2,0.013793103448275862,118,standard,25,deviant_target
L1806,oddball,ok,,639.0,149,3,0.020134228187919462,121,standard,25,deviant_target
L1809,oddball,ok,,647.0,146,9,0.06164383561643835,115,standard,22,deviant_target
L1811,oddball,ok,,641.0,148,10,0.06756756756756757,115,standard,23,deviant_target
L1817,oddball,ok,,676.0,145,6,0.041379310344827586,119,standard,20,deviant_target
L1818,oddball,ok,,646.0,146,1,0.00684931506849315,121,standard,24,deviant_target
L1822,oddball,ok,,647.0,143,4,0.027972027972027972,115,standard,24,deviant_target
L1833,oddball,ok,,634.0,150,2,0.013333333333333334,123,standard,25,deviant_target
L184,oddball,ok,,641.0,150,16,0.10666666666666667,112,standard,22,deviant_target
L1856,oddball,ok,,693.0,148,21,0.14189189189189189,105,standard,22,deviant_target
L1858,oddball,ok,,654.0,145,13,0.0896551724137931,113,standard,19,deviant_target
L1868,oddball,ok,,654.0,149,0,0.0,124,standard,25,deviant_target
L1872,oddball,ok,,672.0,148,0,0.0,123,standard,25,deviant_target
L1897,oddball,ok,,644.0,146,21,0.14383561643835616,106,standard,19,deviant_target
L1899,oddball,ok,,653.0,144,18,0.125,105,standard,21,deviant_target
L190,oddball,ok,,649.0,146,16,0.1095890410958904,110,standard,20,deviant_target
L1905,oddball,ok,,644.0,147,17,0.11564625850340136,107,standard,23,deviant_target
L196,oddball,ok,,649.0,141,3,0.02127659574468085,115,standard,23,deviant_target
L202,oddball,ok,,642.0,146,6,0.0410958904109589,119,standard,21,deviant_target
L214,oddball,ok,,735.0,147,1,0.006802721088435374,121,standard,25,deviant_target
L216,oddball,ok,,641.0,149,23,0.15436241610738255,104,standard,22,deviant_target
L227,oddball,ok,,646.0,145,2,0.013793103448275862,120,standard,23,deviant_target
L24,oddball,ok,,635.0,148,8,0.05405405405405406,117,standard,23,deviant_target
L247,oddball,ok,,643.0,147,16,0.10884353741496598,109,standard,22,deviant_target
L249,oddball,ok,,644.0,144,31,0.2152777777777778,96,standard,17,deviant_target
L2518,oddball,ok,,642.0,147,36,0.24489795918367346,91,standard,20,deviant_target
L2521,oddball,ok,,638.0,150,34,0.22666666666666666,99,standard,17,deviant_target
L2528,oddball,ok,,653.0,149,4,0.026845637583892617,121,standard,24,deviant_target
L2535,oddball,ok,,645.0,141,25,0.1773049645390071,96,standard,20,deviant_target
L2539,oddball,ok,,640.0,149,14,0.09395973154362416,112,standard,23,deviant_target
L2542,oddball,ok,,639.0,148,17,0.11486486486486487,109,standard,22,deviant_target
L2550,oddball,ok,,644.0,141,16,0.11347517730496454,105,standard,20,deviant_target
L2558,oddball,ok,,617.0,147,0,0.0,123,standard,24,deviant_target
L2561,oddball,ok,,724.0,142,67,0.47183098591549294,59,standard,16,deviant_target
L2563,oddball,ok,,628.0,143,5,0.03496503496503497,115,standard,23,deviant_target
L257,oddball,ok,,646.0,147,104,0.7074829931972789,34,standard,9,deviant_target
L2573,oddball,ok,,698.0,149,5,0.03355704697986577,119,standard,25,deviant_target
L2576,oddball,ok,,638.0,149,2,0.013422818791946308,122,standard,25,deviant_target
L2598,oddball,ok,,639.0,149,9,0.06040268456375839,117,standard,23,deviant_target
L2604,oddball,ok,,654.0,147,33,0.22448979591836735,93,standard,21,deviant_target
L2613,oddball,ok,,649.0,147,7,0.047619047619047616,117,standard,23,deviant_target
L2624,oddball,ok,,644.0,147,5,0.034013605442176874,119,standard,23,deviant_target
L2633,oddball,ok,,639.0,148,2,0.013513513513513514,122,standard,24,deviant_target
L2634,oddball,ok,,645.0,146,0,0.0,123,standard,23,deviant_target
L2640,oddball,ok,,654.0,148,9,0.060810810810810814,117,standard,22,deviant_target
L2656,oddball,ok,,645.0,143,23,0.16083916083916083,100,standard,20,deviant_target
L2658,oddball,ok,,641.0,147,4,0.027210884353741496,119,standard,24,deviant_target
L2663,oddball,ok,,644.0,146,0,0.0,121,standard,25,deviant_target
L2667,oddball,ok,,641.0,149,13,0.087248322147651,115,standard,21,deviant_target
L2668,oddball,ok,,644.0,147,2,0.013605442176870748,121,standard,24,deviant_target
L2671,oddball,ok,,644.0,147,8,0.05442176870748299,117,standard,22,deviant_target
L2685,oddball,ok,,644.0,143,19,0.13286713286713286,102,standard,22,deviant_target
L2686,oddball,ok,,650.0,147,0,0.0,122,standard,25,deviant_target
L2693,oddball,ok,,666.0,147,29,0.19727891156462585,96,standard,22,deviant_target
L2706,oddball,ok,,646.0,144,45,0.3125,81,standard,18,deviant_target
L2707,oddball,ok,,637.0,149,8,0.053691275167785234,120,standard,21,deviant_target
L2714,oddball,ok,,644.0,147,85,0.5782312925170068,56,standard,6,deviant_target
L2717,oddball,ok,,639.0,148,2,0.013513513513513514,122,standard,24,deviant_target
L2726,oddball,ok,,671.0,149,6,0.040268456375838924,119,standard,24,deviant_target
L2731,oddball,ok,,639.0,149,7,0.04697986577181208,118,standard,24,deviant_target
L2732,oddball,ok,,654.0,148,7,0.0472972972972973,118,standard,23,deviant_target
L2745,oddball,ok,,655.0,136,0,0.0,115,standard,21,deviant_target
L2759,oddball,ok,,644.0,144,2,0.013888888888888888,119,standard,23,deviant_target
L277,oddball,ok,,635.0,150,21,0.14,109,standard,20,deviant_target
L2770,oddball,ok,,643.0,145,0,0.0,122,standard,23,deviant_target
L2775,oddball,ok,,638.0,147,3,0.02040816326530612,121,standard,23,deviant_target
L2794,oddball,ok,,645.0,146,0,0.0,121,standard,25,deviant_target
L2801,oddball,ok,,638.0,148,43,0.2905405405405405,88,standard,17,deviant_target
L2807,oddball,ok,,640.0,149,7,0.04697986577181208,119,standard,23,deviant_target
L2814,oddball,ok,,646.0,149,0,0.0,124,standard,25,deviant_target
L2824,oddball,ok,,648.0,144,3,0.020833333333333332,116,standard,25,deviant_target
L2825,oddball,ok,,637.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L283,oddball,ok,,675.0,147,51,0.3469387755102041,79,standard,17,deviant_target
L2847,oddball,ok,,641.0,148,8,0.05405405405405406,115,standard,25,deviant_target
L2848,oddball,ok,,639.0,149,2,0.013422818791946308,125,standard,22,deviant_target
L2850,oddball,ok,,643.0,146,2,0.0136986301369863,120,standard,24,deviant_target
L286,oddball,ok,,641.0,145,0,0.0,120,standard,25,deviant_target
L2866,oddball,ok,,642.0,146,3,0.02054794520547945,121,standard,22,deviant_target
L2870,oddball,ok,,644.0,144,7,0.04861111111111111,114,standard,23,deviant_target
L2883,oddball,ok,,642.0,147,2,0.013605442176870748,121,standard,24,deviant_target
L2891,oddball,ok,,638.0,149,31,0.2080536912751678,93,standard,25,deviant_target
L2894,oddball,ok,,636.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L2909,oddball,ok,,651.0,144,16,0.1111111111111111,104,standard,24,deviant_target
L2915,oddball,ok,,644.0,145,31,0.21379310344827587,96,standard,18,deviant_target
L2916,oddball,ok,,638.0,149,13,0.087248322147651,111,standard,25,deviant_target
L2919,oddball,ok,,639.0,148,22,0.14864864864864866,104,standard,22,deviant_target
L2922,oddball,ok,,640.0,148,2,0.013513513513513514,122,standard,24,deviant_target
L2931,oddball,ok,,642.0,148,89,0.6013513513513513,47,standard,12,deviant_target
L2933,oddball,ok,,644.0,144,19,0.13194444444444445,103,standard,22,deviant_target
L2961,oddball,blocked,read_error:IndexError,,0,0,,0,standard,0,deviant_target
L2965,oddball,ok,,651.0,141,12,0.0851063829787234,108,standard,21,deviant_target
L2986,oddball,ok,,639.0,147,4,0.027210884353741496,119,standard,24,deviant_target
L2995,oddball,ok,,647.0,143,56,0.3916083916083916,69,standard,18,deviant_target
L2999,oddball,ok,,638.0,148,13,0.08783783783783784,112,standard,23,deviant_target
L300,oddball,ok,,640.0,148,25,0.16891891891891891,102,standard,21,deviant_target
L3010,oddball,ok,,640.0,147,39,0.2653061224489796,91,standard,17,deviant_target
L3025,oddball,ok,,642.0,147,15,0.10204081632653061,111,standard,21,deviant_target
L3053,oddball,ok,,639.0,148,0,0.0,124,standard,24,deviant_target
L3072,oddball,ok,,642.0,149,4,0.026845637583892617,120,standard,25,deviant_target
L3082,oddball,ok,,641.0,147,82,0.5578231292517006,53,standard,12,deviant_target
L3098,oddball,ok,,640.0,148,32,0.21621621621621623,97,standard,19,deviant_target
L3103,oddball,blocked,too_few_trials_code_11,641.0,149,132,0.8859060402684564,14,standard,3,deviant_target
L3106,oddball,ok,,642.0,147,8,0.05442176870748299,114,standard,25,deviant_target
L3107,oddball,ok,,640.0,148,17,0.11486486486486487,112,standard,19,deviant_target
L3129,oddball,ok,,641.0,148,19,0.12837837837837837,106,standard,23,deviant_target
L3132,oddball,ok,,672.0,144,17,0.11805555555555555,106,standard,21,deviant_target
L3163,oddball,ok,,638.0,149,51,0.3422818791946309,80,standard,18,deviant_target
L319,oddball,ok,,636.0,148,17,0.11486486486486487,108,standard,23,deviant_target
L3196,oddball,ok,,639.0,149,17,0.11409395973154363,109,standard,23,deviant_target
L32,oddball,ok,,637.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L323,oddball,ok,,642.0,145,8,0.05517241379310345,113,standard,24,deviant_target
L3236,oddball,ok,,642.0,148,36,0.24324324324324326,91,standard,21,deviant_target
L324,oddball,ok,,638.0,149,9,0.06040268456375839,116,standard,24,deviant_target
L336,oddball,ok,,650.0,146,20,0.136986301369863,104,standard,22,deviant_target
L3409,oddball,ok,,644.0,149,0,0.0,124,standard,25,deviant_target
L3415,oddball,ok,,654.0,148,3,0.02027027027027027,120,standard,25,deviant_target
L3443,oddball,ok,,640.0,147,2,0.013605442176870748,120,standard,25,deviant_target
L3444,oddball,ok,,642.0,147,28,0.19047619047619047,101,standard,18,deviant_target
L3447,oddball,ok,,639.0,146,11,0.07534246575342465,112,standard,23,deviant_target
L3453,oddball,ok,,613.0,150,24,0.16,102,standard,24,deviant_target
L346,oddball,ok,,636.0,149,85,0.5704697986577181,54,standard,10,deviant_target
L3486,oddball,ok,,643.0,145,1,0.006896551724137931,119,standard,25,deviant_target
L3502,oddball,ok,,671.0,138,13,0.09420289855072464,105,standard,20,deviant_target
L3514,oddball,ok,,641.0,147,2,0.013605442176870748,120,standard,25,deviant_target
L3516,oddball,ok,,669.0,149,35,0.2348993288590604,96,standard,18,deviant_target
L3536,oddball,ok,,709.0,149,0,0.0,124,standard,25,deviant_target
L3540,oddball,ok,,646.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L3542,oddball,ok,,634.0,150,10,0.06666666666666667,116,standard,24,deviant_target
L3550,oddball,ok,,643.0,120,0,0.0,100,standard,20,deviant_target
L3551,oddball,ok,,639.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L3562,oddball,ok,,642.0,150,45,0.3,88,standard,17,deviant_target
L3563,oddball,ok,,645.0,150,0,0.0,125,standard,25,deviant_target
L3565,oddball,ok,,631.0,150,4,0.02666666666666667,123,standard,23,deviant_target
L3566,oddball,ok,,654.0,147,7,0.047619047619047616,120,standard,20,deviant_target
L3567,oddball,ok,,676.0,145,56,0.38620689655172413,75,standard,14,deviant_target
L3571,oddball,ok,,660.0,148,2,0.013513513513513514,122,standard,24,deviant_target
L3584,oddball,ok,,693.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L3587,oddball,ok,,643.0,142,5,0.035211267605633804,116,standard,21,deviant_target
L3598,oddball,ok,,641.0,149,2,0.013422818791946308,123,standard,24,deviant_target
L3605,oddball,ok,,665.0,150,0,0.0,125,standard,25,deviant_target
L3636,oddball,ok,,645.0,147,18,0.12244897959183673,109,standard,20,deviant_target
L3639,oddball,ok,,627.0,150,21,0.14,107,standard,22,deviant_target
L3640,oddball,ok,,636.0,150,3,0.02,122,standard,25,deviant_target
L3645,oddball,ok,,637.0,149,0,0.0,124,standard,25,deviant_target
L3658,oddball,ok,,641.0,148,14,0.0945945945945946,111,standard,23,deviant_target
L3661,oddball,ok,,637.0,148,0,0.0,124,standard,24,deviant_target
L3685,oddball,ok,,639.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L3686,oddball,ok,,682.0,149,0,0.0,124,standard,25,deviant_target
L3698,oddball,ok,,645.0,149,8,0.053691275167785234,117,standard,24,deviant_target
L3707,oddball,ok,,639.0,148,34,0.22972972972972974,93,standard,21,deviant_target
L3709,oddball,ok,,636.0,148,2,0.013513513513513514,121,standard,25,deviant_target
L3711,oddball,ok,,636.0,146,2,0.0136986301369863,120,standard,24,deviant_target
L3713,oddball,ok,,646.0,147,41,0.2789115646258503,87,standard,19,deviant_target
L3714,oddball,ok,,636.0,148,4,0.02702702702702703,120,standard,24,deviant_target
L3716,oddball,ok,,660.0,149,18,0.12080536912751678,107,standard,24,deviant_target
L3724,oddball,ok,,637.0,148,2,0.013513513513513514,122,standard,24,deviant_target
L3731,oddball,ok,,698.0,148,2,0.013513513513513514,122,standard,24,deviant_target
L3737,oddball,ok,,637.0,149,11,0.0738255033557047,117,standard,21,deviant_target
L3738,oddball,ok,,637.0,149,0,0.0,124,standard,25,deviant_target
L3947,oddball,ok,,645.0,148,65,0.4391891891891892,70,standard,13,deviant_target
L3957,oddball,ok,,660.0,127,33,0.25984251968503935,78,standard,16,deviant_target
L3968,oddball,ok,,743.0,148,11,0.07432432432432433,113,standard,24,deviant_target
L3977,oddball,ok,,635.0,150,4,0.02666666666666667,121,standard,25,deviant_target
L3978,oddball,ok,,639.0,147,56,0.38095238095238093,70,standard,21,deviant_target
L3983,oddball,ok,,639.0,150,18,0.12,112,standard,20,deviant_target
L3984,oddball,ok,,636.0,150,2,0.013333333333333334,124,standard,24,deviant_target
L3986,oddball,ok,,642.0,147,14,0.09523809523809523,114,standard,19,deviant_target
L3999,oddball,ok,,645.0,144,18,0.125,102,standard,24,deviant_target
L4007,oddball,ok,,645.0,147,7,0.047619047619047616,118,standard,22,deviant_target
L4010,oddball,ok,,992.0,210,34,0.1619047619047619,147,standard,29,deviant_target
L4014,oddball,ok,,637.0,150,23,0.15333333333333332,106,standard,21,deviant_target
L4020,oddball,ok,,641.0,149,35,0.2348993288590604,92,standard,22,deviant_target
L4059,oddball,ok,,644.0,148,1,0.006756756756756757,124,standard,23,deviant_target
L4072,oddball,ok,,639.0,150,72,0.48,65,standard,13,deviant_target
L4073,oddball,ok,,636.0,150,43,0.2866666666666667,92,standard,15,deviant_target
L4077,oddball,ok,,652.0,148,28,0.1891891891891892,99,standard,21,deviant_target
L4094,oddball,ok,,642.0,150,6,0.04,120,standard,24,deviant_target
L4099,oddball,ok,,638.0,150,1,0.006666666666666667,124,standard,25,deviant_target
L4102,oddball,ok,,649.0,150,56,0.37333333333333335,76,standard,18,deviant_target
L4108,oddball,ok,,637.0,149,32,0.21476510067114093,97,standard,20,deviant_target
L4119,oddball,ok,,652.0,149,17,0.11409395973154363,109,standard,23,deviant_target
L417,oddball,ok,,639.0,148,32,0.21621621621621623,95,standard,21,deviant_target
L4195,oddball,ok,,643.0,149,2,0.013422818791946308,123,standard,24,deviant_target
L4200,oddball,ok,,643.0,147,31,0.2108843537414966,98,standard,18,deviant_target
L4212,oddball,ok,,649.0,149,12,0.08053691275167785,114,standard,23,deviant_target
L4222,oddball,ok,,643.0,144,14,0.09722222222222222,111,standard,19,deviant_target
L4225,oddball,ok,,654.0,134,31,0.23134328358208955,86,standard,17,deviant_target
L4227,oddball,ok,,500.0,117,3,0.02564102564102564,94,standard,20,deviant_target
L4232,oddball,ok,,666.0,150,29,0.19333333333333333,100,standard,21,deviant_target
L4239,oddball,ok,,639.0,148,34,0.22972972972972974,99,standard,15,deviant_target
L4246,oddball,ok,,768.0,82,9,0.10975609756097561,60,standard,13,deviant_target
L4275,oddball,ok,,645.0,147,14,0.09523809523809523,110,standard,23,deviant_target
L4280,oddball,ok,,636.0,150,3,0.02,122,standard,25,deviant_target
L4285,oddball,ok,,646.0,146,11,0.07534246575342465,110,standard,25,deviant_target
L4294,oddball,ok,,725.0,139,2,0.014388489208633094,115,standard,22,deviant_target
L4305,oddball,ok,,894.0,120,0,0.0,100,standard,20,deviant_target
L4308,oddball,ok,,635.0,150,24,0.16,104,standard,22,deviant_target
L4321,oddball,ok,,653.0,141,5,0.03546099290780142,113,standard,23,deviant_target
L4323,oddball,blocked,no_spec_codes_in_event_file,68.0,0,0,,0,standard,0,deviant_target
